customer_id,recency,frequency,monetary,R_score,F_score,M_score,segment,primary_country,total_transactions,unique_invoices,unique_products,first_purchase,last_purchase,customer_lifespan_days
14124,83,1,419.58,3,1,2,Potential Loyalists,UNITED KINGDOM,5,1,4,2011-09-16 13:32:00,2011-09-16 13:32:00,0
14125,10,3,2720.63,5,3,4,Big Spenders,UNITED KINGDOM,166,3,159,2011-09-22 15:40:00,2011-11-29 12:47:00,67
14126,7,4,1172.46,5,3,3,Loyal Customers,UNITED KINGDOM,43,4,37,2010-09-21 14:51:00,2011-12-02 11:45:00,436
14127,122,6,1900.08,3,4,4,Big Spenders,UNITED KINGDOM,117,6,96,2010-10-10 11:53:00,2011-08-09 10:49:00,302
14128,60,3,924.21,3,3,3,Loyal Customers,UNITED KINGDOM,65,3,50,2010-06-06 14:05:00,2011-10-10 12:00:00,490
14129,1,9,2591.34,5,5,4,Champions,UNITED KINGDOM,109,9,40,2010-05-09 14:54:00,2011-12-08 11:02:00,577
14130,318,4,1858.77,2,3,4,At Risk,UNITED KINGDOM,220,4,189,2009-12-11 16:33:00,2011-01-24 16:05:00,408
14131,648,1,168.22,1,1,1,Lost,UNITED KINGDOM,46,1,45,2010-03-01 11:59:00,2010-03-01 11:59:00,0
14132,1,11,3586.03,5,5,5,Champions,UNITED KINGDOM,200,11,100,2011-06-09 12:04:00,2011-12-07 13:35:00,181
14133,129,4,911.14,3,3,3,Loyal Customers,UNITED KINGDOM,36,4,33,2009-12-06 12:10:00,2011-08-02 11:34:00,603
14134,382,15,11123.35,2,5,5,At Risk,UNITED KINGDOM,180,15,130,2009-12-10 09:25:00,2010-11-22 12:26:00,347
14135,1,24,8839.67,5,5,5,Champions,UNITED KINGDOM,219,24,138,2009-12-02 08:58:00,2011-12-08 11:38:00,736
14136,400,5,1570.81,2,4,4,At Risk,UNITED KINGDOM,106,5,86,2009-12-08 09:19:00,2010-11-04 11:53:00,331
14137,695,1,332.7,1,1,2,Lost,UNITED KINGDOM,11,1,11,2010-01-13 12:30:00,2010-01-13 12:30:00,0
14138,1,2,965.88,5,2,3,Potential Loyalists,UNITED KINGDOM,46,2,40,2011-10-07 09:38:00,2011-12-08 12:44:00,62
14139,45,4,1086.8,4,3,3,Loyal Customers,UNITED KINGDOM,69,4,48,2010-06-15 09:17:00,2011-10-24 13:34:00,496
14140,3,2,935.05,5,2,3,Potential Loyalists,UNITED KINGDOM,66,2,60,2011-11-08 11:20:00,2011-12-06 09:05:00,27
14141,2,4,915.13,5,3,3,Loyal Customers,UNITED KINGDOM,40,4,27,2011-08-26 14:40:00,2011-12-07 09:53:00,102
14142,372,2,671.34,2,2,3,At Risk,UNITED KINGDOM,44,2,42,2010-03-03 15:13:00,2010-12-01 16:33:00,273
14143,133,1,115.8,3,1,1,Potential Loyalists,UNITED KINGDOM,7,1,7,2011-07-29 09:48:00,2011-07-29 09:48:00,0
14144,485,1,30.6,1,1,1,Lost,UNITED KINGDOM,1,1,1,2010-08-10 15:17:00,2010-08-10 15:17:00,0
14145,46,7,7600.05,4,4,5,Champions,UNITED KINGDOM,25,7,11,2010-04-08 09:47:00,2011-10-24 12:10:00,564
14146,8,12,9450.3,5,5,5,Champions,UNITED KINGDOM,456,12,337,2010-01-13 16:04:00,2011-12-01 10:18:00,686
14147,77,9,2590.2,3,5,4,Big Spenders,UNITED KINGDOM,30,9,24,2010-03-09 13:43:00,2011-09-22 18:10:00,562
14148,233,2,466.29,2,2,2,At Risk,UNITED KINGDOM,17,2,15,2010-10-21 14:08:00,2011-04-20 12:02:00,180
14149,220,1,446.62,2,1,2,Lost,UNITED KINGDOM,28,1,28,2011-05-03 09:44:00,2011-05-03 09:44:00,0
14150,35,2,658.64,4,2,3,Potential Loyalists,UNITED KINGDOM,26,2,23,2010-12-15 10:04:00,2011-11-04 10:05:00,324
14151,672,2,679.45,1,2,3,At Risk,UNITED KINGDOM,44,2,44,2009-12-23 10:54:00,2010-02-04 15:35:00,43
14152,74,7,1997.34,3,4,4,Big Spenders,UNITED KINGDOM,133,7,104,2010-02-18 13:57:00,2011-09-25 12:54:00,583
14153,482,1,233.4,1,1,1,Lost,UNITED KINGDOM,17,1,17,2010-08-13 14:35:00,2010-08-13 14:35:00,0
14154,238,8,6460.7,2,4,5,At Risk,UNITED KINGDOM,292,8,236,2010-01-13 12:47:00,2011-04-14 16:26:00,456
14155,265,1,118.75,2,1,1,Lost,UNITED KINGDOM,6,1,6,2011-03-18 14:13:00,2011-03-18 14:13:00,0
14156,9,150,303609.17,5,5,5,Champions,EIRE,4000,150,1444,2009-12-01 12:30:00,2011-11-30 10:54:00,728
14157,19,5,978.69,4,4,3,Champions,UNITED KINGDOM,85,5,75,2010-03-03 16:49:00,2011-11-20 11:32:00,626
14158,39,1,507.66,4,1,2,Potential Loyalists,UNITED KINGDOM,41,1,41,2011-10-30 15:08:00,2011-10-30 15:08:00,0
14159,19,20,7849.58,4,5,5,Champions,UNITED KINGDOM,1834,20,705,2009-12-03 12:31:00,2011-11-20 12:36:00,717
14160,609,7,8421.47,1,4,5,At Risk,UNITED KINGDOM,107,7,80,2010-01-10 12:06:00,2010-04-08 14:30:00,88
14161,215,7,2996.93,2,4,5,At Risk,UNITED KINGDOM,277,7,202,2009-12-13 11:46:00,2011-05-08 11:41:00,510
14162,173,2,289.36,3,2,2,Potential Loyalists,UNITED KINGDOM,25,2,25,2011-02-20 12:32:00,2011-06-19 11:36:00,118
14163,86,5,2594.62,3,4,4,Big Spenders,UNITED KINGDOM,58,5,42,2010-09-03 17:15:00,2011-09-13 15:18:00,374
14164,70,2,1631.77,3,2,4,Big Spenders,UNITED KINGDOM,29,2,28,2011-09-20 12:18:00,2011-09-30 12:24:00,10
14165,275,1,120.44,2,1,1,Lost,UNITED KINGDOM,24,1,23,2011-03-09 12:39:00,2011-03-09 12:39:00,0
14166,504,2,251.15,1,2,1,At Risk,UNITED KINGDOM,51,2,39,2010-03-23 15:10:00,2010-07-22 19:42:00,121
14167,38,8,1274.29,4,4,4,Champions,UNITED KINGDOM,115,8,48,2010-01-27 16:07:00,2011-10-31 14:29:00,641
14168,420,2,370.45,1,2,2,At Risk,UNITED KINGDOM,15,2,11,2010-05-24 12:28:00,2010-10-15 10:49:00,143
14169,430,2,613.11,1,2,3,At Risk,UNITED KINGDOM,63,2,49,2010-09-21 13:39:00,2010-10-05 08:45:00,13
14170,374,3,570.18,2,3,2,At Risk,UNITED KINGDOM,145,3,123,2010-11-09 14:06:00,2010-11-29 13:10:00,19
14171,97,2,498.79,3,2,2,Potential Loyalists,UNITED KINGDOM,64,2,61,2009-12-09 13:50:00,2011-09-02 16:43:00,632
14172,604,3,369.02,1,3,2,At Risk,UNITED KINGDOM,44,3,38,2010-03-07 10:58:00,2010-04-13 13:26:00,37
14173,10,6,586.0,5,4,2,Champions,UNITED KINGDOM,33,6,30,2009-12-09 12:46:00,2011-11-29 11:54:00,719
14174,32,1,134.46,4,1,1,Potential Loyalists,UNITED KINGDOM,26,1,26,2011-11-06 13:17:00,2011-11-06 13:17:00,0
14175,59,8,7678.88,3,4,5,Big Spenders,UNITED KINGDOM,331,8,237,2010-03-22 10:43:00,2011-10-11 11:55:00,568
14176,296,5,756.46,2,4,3,At Risk,UNITED KINGDOM,37,5,33,2010-11-23 13:21:00,2011-02-15 13:12:00,83
14177,85,13,2209.69,3,5,4,Big Spenders,UNITED KINGDOM,205,13,141,2010-02-26 11:59:00,2011-09-14 15:11:00,565
14178,8,7,1580.26,5,4,4,Champions,UNITED KINGDOM,316,7,190,2011-06-10 12:51:00,2011-12-01 12:01:00,173
14179,40,2,701.57,4,2,3,Potential Loyalists,UNITED KINGDOM,157,2,135,2011-10-18 14:00:00,2011-10-30 12:07:00,11
14180,10,33,6117.5,5,5,5,Champions,UNITED KINGDOM,289,33,125,2010-06-09 14:56:00,2011-11-29 10:56:00,537
14181,410,2,308.35,1,2,2,At Risk,UNITED KINGDOM,52,2,48,2010-05-26 12:32:00,2010-10-25 08:27:00,151
14182,443,4,678.77,1,3,3,At Risk,UNITED KINGDOM,50,4,42,2010-04-22 15:36:00,2010-09-22 11:45:00,152
14183,410,2,278.34,1,2,1,At Risk,UNITED KINGDOM,34,2,27,2010-08-15 15:36:00,2010-10-24 14:45:00,69
14184,66,1,452.89,3,1,2,Potential Loyalists,UNITED KINGDOM,24,1,24,2011-10-04 12:43:00,2011-10-04 12:43:00,0
14185,330,1,197.65,2,1,1,Lost,UNITED KINGDOM,3,1,3,2011-01-12 13:52:00,2011-01-12 13:52:00,0
14186,426,5,1550.63,1,4,4,At Risk,UNITED KINGDOM,104,5,75,2010-03-05 11:17:00,2010-10-08 13:30:00,217
14187,473,1,123.5,1,1,1,Lost,UNITED KINGDOM,8,1,8,2010-08-23 12:06:00,2010-08-23 12:06:00,0
14188,30,6,2054.36,4,4,4,Champions,UNITED KINGDOM,65,6,34,2011-02-02 13:46:00,2011-11-09 12:45:00,279
14189,1,16,5503.15,5,5,5,Champions,UNITED KINGDOM,307,16,199,2010-11-16 09:28:00,2011-12-07 15:55:00,386
14190,665,1,79.9,1,1,1,Lost,UNITED KINGDOM,1,1,1,2010-02-11 14:27:00,2010-02-11 14:27:00,0
14191,1,15,4817.66,5,5,5,Champions,UNITED KINGDOM,265,15,147,2009-12-11 10:48:00,2011-12-08 09:23:00,726
14192,387,1,293.74,2,1,2,Lost,UNITED KINGDOM,14,1,14,2010-11-16 17:44:00,2010-11-16 17:44:00,0
14193,67,3,1210.19,3,3,4,Big Spenders,UNITED KINGDOM,64,3,49,2010-11-08 12:31:00,2011-10-03 09:34:00,328
14194,4,36,18670.59,5,5,5,Champions,UNITED KINGDOM,952,36,432,2010-01-06 12:16:00,2011-12-05 10:38:00,697
14195,201,6,2615.6,2,4,4,At Risk,UNITED KINGDOM,16,6,10,2010-03-15 17:12:00,2011-05-22 10:29:00,432
14196,106,1,335.52,3,1,2,Potential Loyalists,UNITED KINGDOM,6,1,6,2011-08-25 10:25:00,2011-08-25 10:25:00,0
14197,410,1,390.05,1,1,2,Lost,UNITED KINGDOM,20,1,20,2010-10-25 10:01:00,2010-10-25 10:01:00,0
14198,17,9,1569.73,5,5,4,Champions,UNITED KINGDOM,91,9,58,2010-01-05 10:07:00,2011-11-21 16:35:00,685
14199,217,4,1091.7,2,3,3,At Risk,UNITED KINGDOM,18,4,15,2010-06-27 12:13:00,2011-05-05 13:44:00,312
14200,616,1,379.2,1,1,2,Lost,UNITED KINGDOM,21,1,21,2010-04-01 13:01:00,2010-04-01 13:01:00,0
14201,59,10,1193.54,3,5,3,Loyal Customers,UNITED KINGDOM,55,10,47,2010-04-30 13:00:00,2011-10-10 13:27:00,528
14202,380,3,847.76,2,3,3,At Risk,UNITED KINGDOM,29,3,27,2010-03-25 10:36:00,2010-11-23 17:13:00,243
14203,396,1,339.34,2,1,2,Lost,UNITED KINGDOM,16,1,16,2010-11-07 13:35:00,2010-11-07 13:35:00,0
14204,1,4,1024.83,5,3,3,Loyal Customers,UNITED KINGDOM,220,4,186,2009-12-02 13:26:00,2011-12-07 13:38:00,735
14205,16,9,2414.2,5,5,4,Champions,UNITED KINGDOM,123,9,79,2010-03-07 12:20:00,2011-11-23 10:55:00,625
14206,238,3,1185.01,2,3,3,At Risk,UNITED KINGDOM,71,3,62,2010-11-02 11:37:00,2011-04-14 16:38:00,163
14207,687,1,157.8,1,1,1,Lost,UNITED KINGDOM,2,1,2,2010-01-21 09:33:00,2010-01-21 09:33:00,0
14208,94,2,567.05,3,2,2,Potential Loyalists,UNITED KINGDOM,35,2,34,2010-06-06 13:11:00,2011-09-06 12:48:00,456
14209,10,15,4993.27,5,5,5,Champions,UNITED KINGDOM,231,15,133,2010-01-22 10:28:00,2011-11-29 10:18:00,675
14210,105,16,5556.57,3,5,5,Big Spenders,UNITED KINGDOM,314,16,143,2010-01-06 10:17:00,2011-08-26 12:36:00,597
14211,52,18,4402.29,4,5,5,Champions,UNITED KINGDOM,240,18,155,2009-12-09 12:48:00,2011-10-17 13:23:00,677
14212,89,2,2190.14,3,2,4,Big Spenders,UNITED KINGDOM,21,2,18,2010-09-20 11:48:00,2011-09-11 12:45:00,356
14213,404,1,1192.2,2,1,3,Lost,UNITED KINGDOM,5,1,5,2010-10-31 10:37:00,2010-10-31 10:37:00,0
14214,30,5,1004.38,4,4,3,Champions,UNITED KINGDOM,67,5,64,2011-03-07 12:26:00,2011-11-09 10:31:00,246
14215,11,9,3250.33,5,5,5,Champions,UNITED KINGDOM,186,9,167,2009-12-08 09:35:00,2011-11-28 12:19:00,720
14216,2,5,2150.04,5,4,4,Champions,UNITED KINGDOM,77,5,65,2010-10-21 15:07:00,2011-12-06 14:56:00,410
14217,1,23,3298.59,5,5,5,Champions,UNITED KINGDOM,174,23,122,2010-06-30 12:54:00,2011-12-08 11:53:00,525
14218,42,1,169.48,4,1,1,Potential Loyalists,UNITED KINGDOM,12,1,12,2011-10-28 10:00:00,2011-10-28 10:00:00,0
14219,3,3,633.83,5,3,3,Loyal Customers,UNITED KINGDOM,43,3,39,2010-08-03 14:42:00,2011-12-05 16:23:00,489
14220,246,4,1515.0,2,3,4,At Risk,UNITED KINGDOM,38,4,26,2010-05-19 13:26:00,2011-04-06 13:23:00,321
14221,41,17,6517.49,4,5,5,Champions,UNITED KINGDOM,347,17,166,2010-04-06 14:10:00,2011-10-28 13:42:00,569
14222,176,1,683.17,3,1,3,Potential Loyalists,UNITED KINGDOM,41,1,41,2011-06-15 16:42:00,2011-06-15 16:42:00,0
14223,91,3,991.13,3,3,3,Loyal Customers,UNITED KINGDOM,60,3,50,2011-03-20 16:02:00,2011-09-08 13:38:00,171
14224,109,9,1841.71,3,5,4,Big Spenders,UNITED KINGDOM,229,9,189,2010-06-13 13:46:00,2011-08-21 13:24:00,433
14225,434,4,2031.07,1,3,4,At Risk,UNITED KINGDOM,86,4,70,2010-01-12 15:02:00,2010-10-01 10:32:00,261
14226,28,6,2985.13,4,4,5,Champions,UNITED KINGDOM,97,6,89,2010-09-24 14:32:00,2011-11-11 11:34:00,412
14227,25,15,6366.16,4,5,5,Champions,UNITED KINGDOM,376,15,245,2010-02-08 09:38:00,2011-11-13 15:48:00,643
14228,437,3,745.5,1,3,3,At Risk,UNITED KINGDOM,38,3,38,2010-06-11 12:29:00,2010-09-28 09:45:00,108
14229,51,7,2594.04,4,4,4,Champions,UNITED KINGDOM,72,7,41,2010-08-25 11:47:00,2011-10-19 10:04:00,419
14230,435,3,979.8,1,3,3,At Risk,UNITED KINGDOM,33,3,27,2010-06-09 13:56:00,2010-09-30 09:07:00,112
14231,183,4,1235.62,3,3,4,Big Spenders,UNITED KINGDOM,69,4,66,2010-09-15 09:52:00,2011-06-09 11:05:00,267
14232,42,5,2048.07,4,4,4,Champions,UNITED KINGDOM,115,5,81,2011-03-20 12:44:00,2011-10-28 11:09:00,221
14233,48,7,2904.27,4,4,5,Champions,UNITED KINGDOM,73,7,42,2010-03-05 16:35:00,2011-10-21 15:54:00,594
14234,21,4,754.12,4,3,3,Loyal Customers,UNITED KINGDOM,147,4,122,2011-10-13 13:58:00,2011-11-17 17:53:00,35
14235,74,9,4717.99,3,5,5,Big Spenders,UNITED KINGDOM,148,9,107,2010-03-30 13:36:00,2011-09-25 14:37:00,544
14236,80,5,1555.34,3,4,4,Big Spenders,UNITED KINGDOM,47,5,39,2010-07-22 14:27:00,2011-09-20 09:13:00,424
14237,372,2,471.14,2,2,2,At Risk,UNITED KINGDOM,26,2,26,2010-04-28 10:04:00,2010-12-01 13:20:00,217
14238,325,3,434.23,2,3,2,At Risk,UNITED KINGDOM,13,3,13,2009-12-05 10:58:00,2011-01-17 14:40:00,408
14239,42,21,4263.17,4,5,5,Champions,UNITED KINGDOM,210,21,97,2009-12-05 12:36:00,2011-10-27 14:40:00,691
14240,29,3,1247.49,4,3,4,Big Spenders,UNITED KINGDOM,61,3,46,2010-10-12 12:48:00,2011-11-09 13:45:00,393
14241,183,2,333.7,3,2,2,Potential Loyalists,UNITED KINGDOM,12,2,12,2010-01-12 15:11:00,2011-06-09 11:46:00,512
14242,234,2,280.55,2,2,1,At Risk,UNITED KINGDOM,16,2,13,2011-01-18 08:53:00,2011-04-19 11:46:00,91
14243,8,17,7217.75,5,5,5,Champions,UNITED KINGDOM,363,17,235,2010-08-20 13:41:00,2011-12-01 11:12:00,467
14244,660,1,366.42,1,1,2,Lost,UNITED KINGDOM,16,1,16,2010-02-17 11:40:00,2010-02-17 11:40:00,0
14245,219,2,1693.45,2,2,4,At Risk,UNITED KINGDOM,108,2,107,2011-03-21 10:41:00,2011-05-04 08:40:00,43
14246,110,3,1474.06,3,3,4,Big Spenders,UNITED KINGDOM,75,3,57,2011-04-08 08:25:00,2011-08-21 11:50:00,135
14247,277,5,753.56,2,4,3,At Risk,UNITED KINGDOM,113,5,82,2010-06-06 15:07:00,2011-03-06 15:21:00,273
14248,317,3,1032.95,2,3,3,At Risk,UNITED KINGDOM,47,3,41,2010-07-12 14:27:00,2011-01-25 14:45:00,197
14249,410,12,5400.46,1,5,5,At Risk,UNITED KINGDOM,272,12,178,2010-01-29 14:21:00,2010-10-25 12:34:00,268
14250,6,3,1904.05,5,3,4,Big Spenders,UNITED KINGDOM,111,3,94,2011-09-11 13:44:00,2011-12-02 14:30:00,82
14251,1,5,2879.7,5,4,4,Champions,UNITED KINGDOM,78,5,37,2011-10-13 12:46:00,2011-12-08 08:32:00,55
14252,380,1,350.99,2,1,2,Lost,UNITED KINGDOM,10,1,10,2010-11-23 13:36:00,2010-11-23 13:36:00,0
14253,492,2,363.4,1,2,2,At Risk,UNITED KINGDOM,12,2,11,2010-03-26 15:08:00,2010-08-03 14:55:00,129
14254,432,1,601.03,1,1,2,Lost,UNITED KINGDOM,23,1,23,2010-10-03 11:52:00,2010-10-03 11:52:00,0
14256,259,5,2460.79,2,4,4,At Risk,UNITED KINGDOM,133,5,100,2010-01-14 10:35:00,2011-03-24 13:17:00,434
14257,63,9,5954.45,3,5,5,Big Spenders,UNITED KINGDOM,240,9,167,2010-03-01 15:36:00,2011-10-06 16:54:00,584
14258,8,25,32051.34,5,5,5,Champions,UNITED KINGDOM,300,25,97,2009-12-04 08:36:00,2011-11-30 15:27:00,726
14259,141,1,120.0,3,1,1,Potential Loyalists,UNITED KINGDOM,5,1,5,2011-07-21 10:44:00,2011-07-21 10:44:00,0
14260,470,3,824.28,1,3,3,At Risk,UNITED KINGDOM,51,3,50,2010-06-09 11:23:00,2010-08-25 14:55:00,77
14261,50,2,1163.45,4,2,3,Potential Loyalists,UNITED KINGDOM,52,2,52,2011-09-22 10:47:00,2011-10-20 10:04:00,27
14262,7,8,2618.23,5,4,4,Champions,UNITED KINGDOM,143,8,87,2011-04-13 12:23:00,2011-12-01 14:17:00,232
14263,422,1,322.93,1,1,2,Lost,UNITED KINGDOM,16,1,16,2010-10-12 14:09:00,2010-10-12 14:09:00,0
14264,154,6,1517.36,3,4,4,Big Spenders,UNITED KINGDOM,79,6,59,2010-04-07 13:21:00,2011-07-08 10:20:00,456
14265,108,4,1373.35,3,3,4,Big Spenders,UNSPECIFIED,79,4,74,2010-04-06 14:39:00,2011-08-22 13:32:00,502
14266,427,1,40.56,1,1,1,Lost,UNITED KINGDOM,1,1,1,2010-10-07 13:32:00,2010-10-07 13:32:00,0
14267,162,3,1516.24,3,3,4,Big Spenders,UNITED KINGDOM,55,3,25,2011-03-24 11:38:00,2011-06-30 10:09:00,97
14268,470,1,354.85,1,1,2,Lost,UNITED KINGDOM,19,1,19,2010-08-26 10:45:00,2010-08-26 10:45:00,0
14269,438,1,295.73,1,1,2,Lost,UNITED KINGDOM,16,1,16,2010-09-26 12:53:00,2010-09-26 12:53:00,0
14270,331,1,492.65,2,1,2,Lost,UNITED KINGDOM,29,1,29,2011-01-12 09:33:00,2011-01-12 09:33:00,0
14271,225,2,214.18,2,2,1,At Risk,UNITED KINGDOM,38,2,38,2010-10-26 17:01:00,2011-04-28 12:47:00,183
14272,73,4,920.81,3,3,3,Loyal Customers,UNITED KINGDOM,64,4,62,2010-05-06 14:01:00,2011-09-27 10:08:00,508
14273,50,4,559.97,4,3,2,Loyal Customers,UNITED KINGDOM,29,4,22,2011-04-11 13:24:00,2011-10-19 13:20:00,190
14274,685,1,256.6,1,1,1,Lost,UNITED KINGDOM,15,1,15,2010-01-22 12:51:00,2010-01-22 12:51:00,0
14275,395,6,1189.38,2,4,3,At Risk,UNITED KINGDOM,23,6,14,2010-04-11 12:32:00,2010-11-09 09:06:00,211
14276,98,7,2102.68,3,4,4,Big Spenders,UNITED KINGDOM,121,7,75,2010-02-17 13:10:00,2011-09-02 09:45:00,561
14277,14,8,16789.16,5,4,5,Champions,FRANCE,376,8,332,2009-12-13 15:43:00,2011-11-24 15:01:00,710
14278,409,1,205.83,1,1,1,Lost,UNITED KINGDOM,13,1,13,2010-10-26 12:07:00,2010-10-26 12:07:00,0
14279,520,2,191.86,1,2,1,At Risk,UNITED KINGDOM,3,2,3,2010-01-27 16:34:00,2010-07-07 08:42:00,160
14280,196,1,134.04,2,1,1,Lost,UNITED KINGDOM,8,1,8,2011-05-27 10:37:00,2011-05-27 10:37:00,0
14281,407,1,245.15,2,1,1,Lost,UNITED KINGDOM,7,1,7,2010-10-27 14:45:00,2010-10-27 14:45:00,0
14282,2,25,7250.76,5,5,5,Champions,UNITED KINGDOM,239,25,100,2010-02-15 11:22:00,2011-12-06 17:04:00,659
14283,462,4,628.44,1,3,3,At Risk,UNITED KINGDOM,41,4,36,2010-05-19 12:22:00,2010-09-02 14:46:00,106
14284,30,3,1299.65,4,3,4,Big Spenders,UNITED KINGDOM,67,3,59,2010-02-24 12:06:00,2011-11-09 08:11:00,622
14285,20,8,3284.42,4,4,5,Champions,UNITED KINGDOM,61,8,48,2009-12-08 14:13:00,2011-11-18 14:50:00,710
14286,23,7,8479.76,4,4,5,Champions,UNITED KINGDOM,499,7,270,2009-12-04 08:40:00,2011-11-16 10:34:00,712
14287,7,3,176.63,5,3,1,Loyal Customers,UNITED KINGDOM,9,3,9,2011-05-25 11:41:00,2011-12-01 13:25:00,190
14288,212,1,426.6,2,1,2,Lost,UNITED KINGDOM,16,1,16,2011-05-10 13:22:00,2011-05-10 13:22:00,0
14289,8,6,911.26,5,4,3,Champions,UNITED KINGDOM,47,6,33,2011-02-23 12:33:00,2011-12-01 11:44:00,280
14290,10,8,4516.56,5,4,5,Champions,UNITED KINGDOM,151,8,120,2009-12-08 11:44:00,2011-11-28 14:02:00,720
14291,1,23,7904.1,5,5,5,Champions,UNITED KINGDOM,494,23,241,2009-12-09 10:46:00,2011-12-08 10:26:00,728
14292,7,16,9226.25,5,5,5,Champions,UNITED KINGDOM,193,16,120,2010-03-19 11:10:00,2011-12-02 11:50:00,623
14293,2,9,2903.01,5,5,5,Champions,UNITED KINGDOM,119,9,88,2009-12-10 10:57:00,2011-12-06 15:17:00,726
14294,406,1,375.34,2,1,2,Lost,UNITED KINGDOM,23,1,23,2010-10-28 16:25:00,2010-10-28 16:25:00,0
14295,39,4,2352.91,4,3,4,Big Spenders,UNITED KINGDOM,71,4,65,2009-12-09 13:06:00,2011-10-30 15:50:00,690
14296,420,2,456.4,1,2,2,At Risk,UNITED KINGDOM,27,2,27,2010-05-14 14:34:00,2010-10-14 14:14:00,152
14297,17,4,1305.33,5,3,4,Big Spenders,UNITED KINGDOM,62,4,48,2011-03-10 08:31:00,2011-11-22 09:06:00,257
14298,7,82,91194.49,5,5,5,Champions,UNITED KINGDOM,2864,82,1370,2009-12-11 13:49:00,2011-12-01 13:12:00,719
14299,7,27,14070.25,5,5,5,Champions,UNITED KINGDOM,335,27,164,2009-12-02 10:58:00,2011-12-01 16:05:00,729
14300,18,1,43.2,5,1,1,Potential Loyalists,UNITED KINGDOM,3,1,3,2011-11-21 08:57:00,2011-11-21 08:57:00,0
14301,116,4,1992.18,3,3,4,Big Spenders,UNITED KINGDOM,53,4,37,2010-02-11 13:07:00,2011-08-14 15:33:00,549
14302,430,3,742.9,1,3,3,At Risk,UNITED KINGDOM,28,3,25,2009-12-02 08:16:00,2010-10-05 08:10:00,306
14303,406,2,277.94,2,2,1,At Risk,UNITED KINGDOM,22,2,21,2010-10-01 10:31:00,2010-10-28 15:37:00,27
14304,222,3,1725.01,2,3,4,At Risk,UNITED KINGDOM,88,3,69,2010-05-18 10:50:00,2011-05-01 11:50:00,348
14305,70,3,1858.96,3,3,4,Big Spenders,UNITED KINGDOM,105,3,96,2011-07-27 14:14:00,2011-09-29 15:29:00,64
14306,50,6,3151.4,4,4,5,Champions,UNITED KINGDOM,46,6,43,2010-01-31 13:42:00,2011-10-19 13:23:00,625
14307,88,10,4287.92,3,5,5,Big Spenders,UNITED KINGDOM,262,10,205,2009-12-07 13:06:00,2011-09-12 09:38:00,643
14309,7,11,3780.81,5,5,5,Champions,UNITED KINGDOM,189,11,125,2010-06-07 10:24:00,2011-12-01 13:33:00,542
14310,432,1,492.1,1,1,2,Lost,UNITED KINGDOM,22,1,22,2010-10-03 12:34:00,2010-10-03 12:34:00,0
14311,242,2,516.45,2,2,2,At Risk,UNITED KINGDOM,31,2,31,2010-05-21 10:28:00,2011-04-11 10:14:00,324
14312,46,11,3090.29,4,5,5,Champions,UNITED KINGDOM,180,11,148,2010-07-23 15:05:00,2011-10-24 09:46:00,457
14314,106,2,229.8,3,2,1,Potential Loyalists,UNITED KINGDOM,10,2,10,2010-10-05 08:00:00,2011-08-25 10:39:00,324
14315,44,8,3197.82,4,4,5,Champions,UNITED KINGDOM,133,8,83,2010-03-15 12:49:00,2011-10-26 12:06:00,589
14316,421,5,1370.34,1,4,4,At Risk,UNITED KINGDOM,31,5,21,2010-03-19 15:18:00,2010-10-13 16:31:00,208
14317,64,1,508.58,3,1,2,Potential Loyalists,UNITED KINGDOM,24,1,24,2011-10-06 10:44:00,2011-10-06 10:44:00,0
14318,459,1,158.02,1,1,1,Lost,UNITED KINGDOM,9,1,9,2010-09-05 15:32:00,2010-09-05 15:32:00,0
14319,423,1,494.85,1,1,2,Lost,UNITED KINGDOM,26,1,26,2010-10-11 13:38:00,2010-10-11 13:38:00,0
14320,206,5,1346.75,2,4,4,At Risk,UNITED KINGDOM,81,5,68,2010-01-21 11:44:00,2011-05-17 09:24:00,480
14321,10,7,2218.06,5,4,4,Champions,UNITED KINGDOM,179,7,162,2010-08-23 12:56:00,2011-11-29 09:47:00,462
14322,428,4,474.1,1,3,2,At Risk,UNITED KINGDOM,13,4,10,2010-02-18 08:49:00,2010-10-06 15:17:00,230
14323,114,2,605.06,3,2,3,Potential Loyalists,UNITED KINGDOM,36,2,32,2011-04-15 11:44:00,2011-08-17 11:37:00,123
14324,409,2,701.61,1,2,3,At Risk,UNITED KINGDOM,41,2,41,2010-01-15 13:31:00,2010-10-26 11:44:00,283
14325,569,1,245.48,1,1,1,Lost,UNITED KINGDOM,18,1,18,2010-05-19 09:20:00,2010-05-19 09:20:00,0
14326,241,3,940.98,2,3,3,At Risk,UNITED KINGDOM,57,3,54,2010-06-25 12:10:00,2011-04-11 15:04:00,290
14327,162,6,1894.93,3,4,4,Big Spenders,UNITED KINGDOM,106,6,99,2010-01-08 14:04:00,2011-06-29 13:58:00,536
14329,16,15,9887.62,5,5,5,Champions,UNITED KINGDOM,552,15,349,2009-12-16 15:31:00,2011-11-22 15:50:00,706
14330,623,1,200.63,1,1,1,Lost,UNITED KINGDOM,13,1,13,2010-03-26 09:10:00,2010-03-26 09:10:00,0
14331,123,2,462.66,3,2,2,Potential Loyalists,UNITED KINGDOM,28,2,27,2011-07-27 15:14:00,2011-08-07 13:17:00,10
